37895000,37896999,2000, ,LEDIG,Fastnettnummer
37897000,37909999,13000, ,LEDIG,Fastnettnummer
37910000,37949999,40000,Telenor Norge AS,TILDELT,Fastnettnummer
37950000,37959999,10000, ,LEDIG,Fastnettnummer
37960000,37979999,20000,Telenor Norge AS,TILDELT,Fastnettnummer
37980000,37999999,20000, ,LEDIG,Fastnettnummer
38000000,38132999,133000,Telenor Norge AS,TILDELT,Fastnettnummer
38133000,38133999,1000,Telenor Norge AS,TILDELT,Fastnettnummer
38134000,38134999,1000,Telenor Norge AS,TILDELT,Fastnettnummer
38135000,38199999,65000,Telenor Norge AS,TILDELT,Fastnettnummer
38200000,38239999,40000, ,LEDIG,Fastnettnummer
38240000,38242999,3000,Telenor Norge AS,TILDELT,Fastnettnummer
38243000,38243999,1000,Telenor Norge AS,TILDELT,Fastnettnummer
38244000,38289999,46000,Telenor Norge AS,TILDELT,Fastnettnummer
38290000,38319999,30000, ,LEDIG,Fastnettnummer
38320000,38359999,40000,Telenor Norge AS,TILDELT,Fastnettnummer
38360000,38360999,1000,Ice Communication Norge AS,TILDELT,Fastnettnummer
38361000,38361999,1000,Puzzel AS,TILDELT,Fastnettnummer
38362000,38363999,2000,Telavox AS,TILDELT,Fastnettnummer
38364000,38369999,6000, ,LEDIG,Fastnettnummer
38370000,38399999,30000,Telenor Norge AS,TILDELT,Fastnettnummer
38400000,38499999,100000, ,LEDIG,Fastnettnummer
38500000,38509999,10000, ,LEDIG,Fastnettnummer
38510000,38529999,20000, ,LEDIG,Fastnettnummer
38530000,38531999,2000,Telia Norge AS,TILDELT,Fastnettnummer
38532000,38593999,62000, ,LEDIG,Fastnettnummer
38594000,38594999,1000,Altibox AS,TILDELT,Fastnettnummer
38595000,38599999,5000, ,LEDIG,Fastnettnummer
38600000,38619999,20000,Telia Norge AS,TILDELT,Fastnettnummer
38620000,38629999,10000,NextGenTel AS,TILDELT,Fastnettnummer
38630000,38699999,70000, ,LEDIG,Fastnettnummer
38700000,38709999,10000,Telia Norge AS,TILDELT,Fastnettnummer
38710000,38719999,10000,NextGenTel AS,TILDELT,Fastnettnummer
38720000,38789999,70000, ,LEDIG,Fastnettnummer
38790000,38799999,10000,Telia Norge AS,TILDELT,Fastnettnummer
38800000,38809999,10000,Telia Norge AS,TILDELT,Fastnettnummer
38810000,38899999,90000, ,LEDIG,Fastnettnummer
38900000,38901999,2000,GlobalConnect AS,TILDELT,Fastnettnummer
38902000,38904999,3000,Telia Norge AS,TILDELT,Fastnettnummer
38905000,38909999,5000,GlobalConnect AS,TILDELT,Fastnettnummer
38910000,38989999,80000, ,LEDIG,Fastnettnummer
38990000,38992999,3000,Telia Norge AS,TILDELT,Fastnettnummer
38993000,38993999,1000, ,LEDIG,Fastnettnummer
38994000,38994999,1000,Voxbone SA/NV,TILDELT,Fastnettnummer
38995000,38996999,2000, ,LEDIG,Fastnettnummer
38997000,38997999,1000,Orange Business Norway AS,TILDELT,Fastnettnummer
38998000,38999999,2000, ,LEDIG,Fastnettnummer
39000000,39999999,1000000,Nasjonal kommunikasjonsmyndighet,BLOKKERT,Fastnettnummer
40000000,40019999,20000,Telia Norge AS,TILDELT,Landmobile tjenester
40020000,40039999,20000,Telia Norge AS,TILDELT,Landmobile tjenester
40040000,40099999,60000,Telenor Norge AS,TILDELT,Landmobile tjenester
40100000,40109999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
40110000,40139999,30000, ,LEDIG,Landmobile tjenester
40140000,40149999,10000,NextGenTel AS,TILDELT,Landmobile tjenester
40150000,40199999,50000,Telenor Norge AS,TILDELT,Landmobile tjenester
40200000,40249999,50000,Telia Norge AS,TILDELT,Landmobile tjenester
40250000,40279999,30000,Sierra Wireless Norway AS,TILDELT,Landmobile tjenester
40280000,40349999,70000,Telia Norge AS,TILDELT,Landmobile tjenester
40350000,40379999,30000,Sierra Wireless Norway AS,TILDELT,Landmobile tjenester
40380000,40399999,20000,Telia Norge AS,TILDELT,Landmobile tjenester
40400000,40409999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
40410000,40449999,40000,Telia Norge AS,TILDELT,Landmobile tjenester
40450000,40499999,50000,Telia Norge AS,TILDELT,Landmobile tjenester
40500000,40509999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
40510000,40549999,40000,Telia Norge AS,TILDELT,Landmobile tjenester
40550000,40559999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
40560000,40599999,40000,Telia Norge AS,TILDELT,Landmobile tjenester
40600000,40659999,60000,Telia Norge AS,TILDELT,Landmobile tjenester
40660000,40669999,10000, ,LEDIG,Landmobile tjenester
40670000,40679999,10000,NextGenTel AS,TILDELT,Landmobile tjenester
40680000,40689999,10000, ,LEDIG,Landmobile tjenester
40690000,40699999,10000, ,LEDIG,Landmobile tjenester
40700000,40769999,70000,Telia Norge AS,TILDELT,Landmobile tjenester
40770000,40779999,10000, ,LEDIG,Landmobile tjenester
40780000,40799999,20000,Telia Norge AS,TILDELT,Landmobile tjenester
40800000,40824999,25000,Telia Norge AS,TILDELT,Landmobile tjenester
40825000,40839999,15000, ,LEDIG,Landmobile tjenester
40840000,40899999,60000,Telenor Norge AS,TILDELT,Landmobile tjenester
40900000,40924999,25000,Telia Norge AS,TILDELT,Landmobile tjenester
40925000,40939999,15000, ,LEDIG,Landmobile tjenester
40940000,40999999,60000,Lycamobile Norway Ltd,TILDELT,Landmobile tjenester
41000000,41019999,20000,Telia Norge AS,TILDELT,Landmobile tjenester
41020000,41059999,40000, ,LEDIG,Landmobile tjenester
41060000,41079999,20000,Telia Norge AS,TILDELT,Landmobile tjenester
41080000,41099999,20000, ,LEDIG,Landmobile tjenester
41100000,41109999,10000,Chili Mobil AS,TILDELT,Landmobile tjenester
41110000,41169999,60000,Chili Mobil AS,TILDELT,Landmobile tjenester
41170000,41399999,230000,Telia Norge AS,TILDELT,Landmobile tjenester
41400000,41799999,400000,Telenor Norge AS,TILDELT,Landmobile tjenester
41800000,41839999,40000, ,LEDIG,Landmobile tjenester
